,index,issue_description,pred,y
678,8200,erp powder interfac work erp powder interfac work,GRP_0,GRP_45
679,5939,secur incid dsw suspici m rpc m d netbio activ hostnam sourc ip system name hostnam santiago south amerirtca backup eec server user name uidgt olibercsu olvidley locat santiago south amerirtca sep sm status see field sale user yes dsw event log see content version fmcnwpu tcwrdqboinit version r sequenc host integr content avail reput set r ap portal list r intrus prevent signatur r power era definit r revoc content r era engin sonar content r etend file attribut signatur r symantec permit applic list r incid overview detect least occurr firewal compani intern asa compani com drop traffic sourc hostnam destin port one destin devic activ may indic one follow infect host misconfigur firewal misconfigur host port scan author unauthor escal incid via high prioriti ticket phone call per default event handl procedur would like u handl incid differ futur see handl option question concern plea let u know either correspond u via ticket deleg ticket back soc call u ticket escal alert traffic block eplicit notif via medium prioriti ticket phone call automat resolv alert traffic block portal eplicit notif event avail report purpos portal sincer dell securework soc technic detail histor various worm malwar use port propag eampl includ w blaster worm msblast lovsan w welchia nachi w reatl port microsoft epmap end point mapper also known dce rpc locat servic port netbio netbio name servic port netbio netbio datagramdnti servic port netbio netbio session servic port microsoft d smb file share addit inform port best practic found follow site refer event data relat event event id event summari intern outbreak tcp log time sourc ip sourc hostnam hostnam destin hostnam devic ip devic name compani intern asa compani com event etra data inspectorruleid sherlockruleid cv ontologyid srchostnam hostnam eventtypeid ctainstanceid foreseeglobalmodelassessmt unknown irreceivedtim foreseemalprobglobalmodel inspectoreventid eventtypeprior proto tcp dstport action block ileatdatacent true foreseemaliciouscom globalmodelvers null empti model found foreseeinternalip logtimestamp agentid foreseeconndirect intern srcassetofinterest srcport occurr count event count event detail jul asa inbound tcp connect deni flag syn interfac insid jul asa deni tcp src insid dst outsid access group aclinsid edbf jul asa deni tcp src insid dst outsid access group aclinsid edbf jul asa deni tcp src insid dst outsid access group aclinsid edbf jul asa inbound tcp connect deni flag syn interfac insid jul asa deni tcp src insid dst outsid access group aclinsid edbf jul sartlgeo lhqksbd asa deni tcp src insid dst outsid access group aclinsid edbf jul asa deni tcp src insid dst outsid access group aclinsid edbf jul asa inbound tcp connect deni flag syn interfac insid jul asa deni tcp src insid dst outsid access group aclinsid edbf jul sartlgeo lhqksbd asa deni tcp src insid dst outsid access group aclinsid edbf jul asa inbound tcp connect deni flag syn interfac insid jul asa deni tcp src insid dst outsid access group aclinsid edbf jul asa deni tcp src insid dst outsid access group aclinsid edbf jul asa deni tcp src insid dst outsid access group aclinsid edbf jul asa deni tcp src insid dst outsid access group aclinsid edbf event id event summari intern outbreak tcp log time sourc ip sourc hostnam hostnam destin hostnam devic ip devic name compani intern asa compani com event etra data inspectorruleid sherlockruleid cv ontologyid srchostnam hostnam eventtypeid ctainstanceid foreseeglobalmodelassessmt unknown irreceivedtim foreseemalprobglobalmodel inspectoreventid eventtypeprior proto tcp dstport action block ileatdatacent true foreseemaliciouscom globalmodelvers null empti model found foreseeinternalip logtimestamp agentid foreseeconndirect intern srcassetofinterest srcport occurr count event count event detail jul asa deni tcp src insid dst outsid access group aclinsid acbc jul asa deni tcp src insid dst outsid access group aclinsid acbc jul asa deni tcp src insid dst outsid access group aclinsid acbc jul asa deni tcp src insid dst outsid access group aclinsid acbc jul asa inbound tcp connect deni flag syn interfac insid jul asa inbound tcp connect deni flag syn interfac insid jul asa deni tcp src insid dst outsid access group aclinsid acbc jul asa deni tcp src insid dst outsid access group aclinsid acbc jul asa inbound tcp connect deni flag syn interfac insid jul sartlgeo lhqksbd asa deni tcp src insid dst outsid access group aclinsid acbc jul asa deni tcp src insid dst outsid access group aclinsid acbc jul asa deni tcp src insid dst outsid access group aclinsid acbc jul sartlgeo lhqksbd asa deni tcp src insid dst outsid access group aclinsid acbc jul asa deni tcp src insid dst outsid access group aclinsid acbc jul asa deni tcp src insid dst outsid access group aclinsid acbc jul asa inbound tcp connect deni flag syn interfac insid,GRP_2,GRP_12
680,6750,need access erp si like rpgcdbfa reuwibpt,GRP_0,GRP_2
681,8009,hostnam volum h space consum space avail g volum h label dat hostnam data efc server space consum space avail g,GRP_12,GRP_39
682,6735,usa ou delet group qlhmawgi sgwipon ou usatdhd delet usatdhd ou also delet,GRP_0,GRP_2
683,4338,job sicold fail jobschedul receiv job sicold fail jobschedul,GRP_5,GRP_5
684,3133,es password reset,GRP_0,GRP_0
685,3792,unabl login window account lock,GRP_0,GRP_0
686,8217,problem report pwrhmc hq compani com pmr number report system hq dev mme snabf machin type model serial mme abf problem number error adescript platform firmwar report error last occur amcurr status openedpmr number detail remot support call generat pwrhmc complet success server pwrhmc,GRP_47,GRP_47
687,6509,unabl scan reset password passwordmanagementtool unabl scan reset password passwordmanagementtool contact number scan document land scan folder plea check,GRP_0,GRP_19
688,5766,server hostnam reachabl c user virakv ping hostnam ping hostnam compani compani com byte data request time request time request time request time ping statist packet sent receiv lost loss,GRP_12,GRP_12
689,3985,need address ad ero prtq,GRP_3,GRP_3
690,1502,outlook languag chang automat outlook languag chang automat connect user system use teamview chang launguag set english default restart pc advis user check user confirm outlook languag english educ user step take chang outlook launguag issu resolv,GRP_0,GRP_0
691,538,supplychainsoftwar pw receiv plea reset password supplychainsoftwar user beyhtcykea best,GRP_0,GRP_0
692,6192,hostnam erp searchserv server erpstartsrv ee servic,GRP_14,GRP_14
693,5944,hostnam averag sampl memori usag error threshold hostnam averag sampl memori usag error threshold swap memori usag warn threshold,GRP_12,GRP_12
694,79,unabl access mail,GRP_0,GRP_0
695,7570,cant preview pictur eplor see icon cant preview pictur eplor see icon,GRP_0,GRP_28
696,379,password reset request,GRP_0,GRP_0
697,6867,also account need given davgtgyrh smgnhyleck bhghtyum need addit time plea delet account septemb th also account need given davgtgyrh smgnhyleck,GRP_0,GRP_2
698,7090,bildband tauschen drucker vepdgot poezmwni,GRP_0,GRP_24
699,5156,circuit outag vogelfontein south africa sa secondari circuit sinc et primari circuit type outag network circuit power plea specifi type outag top cert site yes na start et schedul mainten power yes na compani power provid power schedul mainten network yes na compani maint yes provid maint ticket site backup circuit yes yes na backup circuit activ yes yes na site contact notifi phone email email yes na remot dial yes na equip reset yes na verifi site work backup circuit yes na vendor ticket globaltelecom verizon telecomvendor telecomvendor notifi gsc yes na cert start yes na addit diagnost,GRP_8,GRP_8
700,3852,unabl start dell unabl start dell stuck welcom screen,GRP_0,GRP_0
701,5418,job job fail jobschedul receiv job job fail jobschedul,GRP_8,GRP_9
702,3027,engin tool loin,GRP_0,GRP_0
703,5304,job job fail jobschedul receiv job job fail jobschedul,GRP_8,GRP_9
704,3149,erp blank screen,GRP_0,GRP_0
705,3834,window account lock,GRP_0,GRP_0
706,4295,job bkwinhostnameinc fail jobschedul receiv job bkwinhostnameinc fail jobschedul,GRP_8,GRP_5
707,7402,cannot add new custom engineeringtool applic receiv dear compani help cannot ad new custom engineeringtool applic happen download new updat applic cid c,GRP_0,GRP_25
708,8046,user tuzkadv rloutpn cannot use run report team user tuzkadv rloutpn tri use run report function opportstorageproduct opportstorageproduct report page summari opportstorageproduct return data blank screen could find happen could help troubleshoot matheywt screenshot taken user illustr function talk screenshot user yet workng ny opportun,GRP_9,GRP_40
709,8109,druckerfunktionsst rung receiv hallo der drucker em scannt kein dokument ein fehlermeldung zugriff berpr fen f r folgend ziel fehlgeschlagen hostnam kmscan em file hostnam kmscan em der pfad kann nicht gefunden werden der fehler l sst sich auch durch mehrmalig ein und ausschalten nicht beheben mit freundlichen gr en best,GRP_42,GRP_42
710,1400,ughzilfm cfibdamq call request appreci hub link,GRP_0,GRP_0
711,4192,access point companyitacompanymilanoap ip blue light blink permit connect could plea check,GRP_3,GRP_4
712,3879,reset password nvawmlch ubyjolnc erp product erp plea reset password find log hour time period reset pas word wi fi,GRP_0,GRP_0
713,149,email address confirm,GRP_0,GRP_0
714,965,qhjkoyw lgiovknd call want speak tiyhum kuyiomar,GRP_0,GRP_0
715,3047,blank call number warehousetool,GRP_0,GRP_0
716,1616,infopath issu submit discount collaborationplatform say access deni must add favorit happen,GRP_0,GRP_0
717,862,plea check brook account supplychainsoftwar,GRP_0,GRP_0
718,169,unabl open erp si offic without log vpn remot unabl login erp throw balanc error,GRP_0,GRP_0
719,1562,error messag document releas receiv releas word file draw rout card show error messag server offlin document get print cid imag jpg si cce requir help resolv issu cid imag png si cce p plea print email unless absolut necessari spread environment awar confidenti caution communic includ accompani document intend sole use person address may contain inform privileg confidenti eempt disclosur unauthoris read dissemin distribut duplic communic someon intend recipi strict prohibit receipt communic error plea notifi sender destrtgoy origin communic immedi,GRP_14,GRP_0
720,5033,job bkhanasierpdlydp fail jobschedul receiv job bkhanasierpdlydp fail jobschedul,GRP_8,GRP_8
721,4421,dn requir oclock est receiv team plea creat dn warehous today cut time,GRP_6,GRP_6
722,4755,job ppeutoolnetchap fail jobschedul receiv job ppeutoolnetchap fail jobschedul,GRP_8,GRP_8
723,1407,whenev pc turn show bluescreen work whenev pc turn show blue screen work keith suspect cach caus,GRP_3,GRP_0
724,5591,job covalupdatecrosscomp fail jobschedul receiv job covalupdatecrosscomp fail jobschedul,GRP_10,GRP_10
725,2771,zdsmcwu thdjzolwron issu zdsmcwu thdjzolwron issu,GRP_0,GRP_0
726,1665,skype problem receiv problem skype abl find colleagu cid imag png sid aaef,GRP_0,GRP_0
727,3044,unabl load outlook,GRP_0,GRP_0
728,1790,unabl click claim page insur websit,GRP_0,GRP_0
729,7325,problem mit lan wstfouy isjzcotm,GRP_24,GRP_24
730,3185,es login issu es login issu verifi user detail employe manag name check user name ad reset password advis user login check caller confirm abl login issu resolv,GRP_0,GRP_0
731,7584,instal new optipl eagw fy compani imag,GRP_0,GRP_28
732,3933,hostnam dev sidataa space use hostnam dev sidataa space use hostnam dev sidataa space use,GRP_0,GRP_1
